자치구,행정동,성별,연령대,데이터 사용량,평일 총 이동 횟수 미추정 인구수,평일 총 이동 횟수,휴일 이동 미추정 인구수,휴일 총 이동 횟수 평균,평일 총 이동 거리 미추정 인구수,평일 총 이동 거리 합계,휴일 총 이동 거리 미추정 인구수,휴일 총 이동 거리 합계,지하철 이용 미추정 인구수,지하철이동일수 합계,게임 서비스 사용 미추정 인구수,게임 서비스 사용일수,금융 서비스 사용 미추정 인구수,금융 서비스 사용일수,쇼핑 서비스 사용 미추정 인구수,쇼핑 서비스 사용일수,동영상/방송 서비스 사용 미추정 인구수,동영상/방송 서비스 사용일수,유튜브 사용 미추정 인구수,유튜브 사용일수,넷플릭스 사용 미추정 인구수,넷플릭스 사용일수,배달 서비스 사용 미추정 인구수,배달 서비스 사용일수,배달_브랜드 서비스 사용 미추정 인구수,배달_브랜드 서비스 사용일수,배달_식재료 서비스 사용 미추정 인구수,배달_식재료 서비스 사용일수
금천구,독산3동,2,30,18.5,74,57.0,112,22.0,118,1363.0,179,829.3,92,30.299999999999997,65,97.0,124,228.0,76,364.1,173,51.8,27,0.1,612,-0.30000000000000004,342,32.0,1913,8.899999999999999,1996,3.4
금천구,독산3동,2,40,10.600000000000001,192,55.2,264,20.9,271,1166.6,410,679.1,239,27.299999999999997,97,93.30000000000001,286,185.9,203,336.5,499,48.400000000000006,58,-0.2,1553,-0.7,1248,25.700000000000003,2639,7.699999999999999,2810,3.4
금천구,독산3동,2,50,6.4,407,72.9,526,30.5,660,1468.6,820,1107.5,551,36.9,203,126.19999999999999,691,155.3,579,245.8,1452,48.5,149,-0.5,3778,-1.7,3888,25.9,4602,8.0,4624,5.1
금천구,독산3동,2,60,2.8,391,47.8,593,21.8,599,1066.5,680,695.0999999999999,569,26.7,311,99.1,995,78.2,982,97.2,1329,33.6,269,-1.3,1972,-2.0,1984,26.3,2036,5.8,2031,3.4
금천구,독산4동,1,20,34.2,103,59.3,144,22.9,126,1570.8,200,792.5,126,30.299999999999997,10,154.0,73,212.2,46,234.89999999999998,124,59.8,7,0.4,394,-0.30000000000000004,314,34.4,1311,5.8,1431,1.7
금천구,독산4동,1,30,31.299999999999997,143,68.6,186,24.5,155,1969.6999999999998,220,935.4,166,34.5,62,144.8,198,260.9,161,324.8,204,66.3,44,0.30000000000000004,549,-0.4,403,37.9,1376,7.6,1492,3.4
금천구,독산4동,1,40,20.1,163,65.1,228,23.9,235,2154.1000000000004,258,902.8,231,33.3,99,126.80000000000001,274,199.2,249,301.6,360,55.0,73,0.1,1020,-0.7,1041,28.200000000000003,1744,7.800000000000001,1833,3.4
금천구,독산4동,1,50,12.7,210,88.6,323,36.0,333,2792.9,412,1372.0,301,46.0,110,144.8,520,185.6,404,222.60000000000002,707,59.6,97,-0.2,2138,-1.7,2336,34.9,2661,9.2,2694,3.4
금천구,독산4동,1,60,4.0,146,56.5,238,25.8,211,1686.3,267,938.3,222,31.299999999999997,124,99.4,466,87.2,418,117.6,534,40.9,121,-1.0,964,-2.0,1001,20.1,1019,1.7,1017,1.7
금천구,독산4동,2,20,25.1,71,63.3,94,24.3,100,1464.1,116,866.8,86,33.6,26,97.0,54,208.1,50,301.2,99,48.1,19,0.2,297,-0.2,199,35.3,1193,8.100000000000001,1226,3.4
금천구,독산4동,2,30,19.5,66,55.900000000000006,135,21.8,74,1205.1999999999998,172,763.4,89,29.8,33,99.0,109,222.9,70,368.7,139,54.400000000000006,13,0.1,453,-0.4,273,36.1,1202,7.8999999999999995,1272,3.4
금천구,독산4동,2,40,10.3,181,54.3,215,19.6,223,1193.9,301,666.3,218,27.3,71,99.5,170,194.1,130,351.7,316,48.3,62,-0.2,1020,-0.8,740,24.4,1660,8.8,1738,3.4
금천구,독산4동,2,50,7.300000000000001,268,69.5,325,29.200000000000003,402,1401.0,482,1093.1,341,35.5,92,125.80000000000001,403,153.9,324,246.2,825,46.900000000000006,73,-0.5,2092,-1.7,2137,28.5,2569,4.5,2589,5.1
금천구,독산4동,2,60,2.3,211,43.2,359,21.5,292,998.4,394,734.3000000000001,325,23.6,175,95.7,583,63.900000000000006,575,100.5,771,31.0,158,-1.2,1109,-2.0,1122,44.9,1156,0.0,1147,1.7
금천구,시흥1동,1,20,37.8,100,57.5,210,23.1,109,1664.3,273,816.7,123,31.200000000000003,25,160.1,110,208.8,95,244.5,160,60.0,22,0.5,700,-0.2,513,33.4,2365,6.9,2551,3.4
금천구,시흥1동,1,30,30.299999999999997,153,71.69999999999999,239,25.5,159,2245.1,254,994.9000000000001,174,37.9,123,149.8,294,276.4,252,344.0,307,64.9,92,0.30000000000000004,948,-0.30000000000000004,681,34.8,2745,9.4,3075,3.4
금천구,시흥1동,1,40,21.299999999999997,194,74.19999999999999,307,25.4,208,2491.8,370,1021.5,255,37.9,114,138.3,356,242.6,280,324.5,455,62.199999999999996,95,0.1,1554,-0.7,1643,27.700000000000003,2911,9.0,3145,3.4
금천구,시흥1동,1,50,13.0,297,99.9,499,38.2,374,3381.2,572,1582.1,410,51.5,213,140.6,752,197.5,604,240.3,1014,63.2,176,-0.30000000000000004,3422,-1.7,3704,27.7,4321,14.9,4412,5.1
금천구,시흥1동,1,60,4.2,291,63.6,456,27.8,386,1995.0,516,1026.3,426,35.1,250,105.1,899,85.4,835,102.5,1011,36.5,227,-1.0,1955,-1.9,2045,27.0,2095,3.3,2104,1.7
금천구,시흥1동,2,20,23.1,69,60.2,126,24.8,75,1601.9,162,894.9000000000001,72,33.9,30,87.9,75,183.3,52,280.0,153,46.5,9,0.2,396,-0.1,280,31.5,2195,6.2,2235,3.4
금천구,시흥1동,2,30,18.1,145,57.6,255,23.4,171,1396.6999999999998,306,852.4,172,32.3,118,93.9,212,221.89999999999998,175,379.2,296,54.9,74,0.1,962,-0.4,626,32.7,2622,7.0,2787,3.4
금천구,시흥1동,2,40,10.7,127,55.5,246,22.0,171,1206.8000000000002,326,763.3,159,28.7,96,91.2,236,196.4,188,359.5,396,46.4,77,-0.1,1506,-0.7,1176,24.5,2772,8.8,2931,3.4
금천구,시흥1동,2,50,6.800000000000001,307,78.0,480,32.0,440,1641.6,694,1111.0,446,40.3,160,122.0,610,175.7,475,275.0,1303,45.0,143,-0.4,3592,-1.7,3670,26.2,4573,9.7,4585,5.1
금천구,시흥1동,2,60,2.3,470,46.800000000000004,781,21.8,592,1034.5,888,756.3,723,26.0,408,95.4,1391,74.6,1277,100.1,1669,30.700000000000003,381,-1.2,2493,-1.9,2548,35.6,2597,3.4,2591,3.4
금천구,시흥2동,1,20,36.900000000000006,42,61.0,99,25.6,46,1779.9,112,818.9000000000001,59,31.099999999999998,13,157.0,65,198.0,66,238.2,99,62.099999999999994,6,0.6,380,-0.2,301,30.9,1330,6.800000000000001,1447,3.4
금천구,시흥2동,1,30,31.6,68,79.2,92,28.9,65,2489.0,108,1078.8,83,39.7,50,148.6,133,275.6,112,353.2,134,70.6,32,0.30000000000000004,479,-0.30000000000000004,400,33.7,1372,8.1,1499,3.4
금천구,시흥2동,1,40,20.0,83,83.0,141,28.8,82,2735.1,127,1078.1999999999998,118,39.0,71,138.1,230,249.2,179,335.1,263,60.9,53,0.1,950,-0.6,958,24.6,1851,8.8,2033,3.4
금천구,시흥2동,1,50,12.5,83,114.6,165,44.1,107,3742.0,199,1705.3000000000002,173,55.2,80,140.8,345,210.2,251,249.1,528,63.5,71,-0.30000000000000004,1877,-1.5,2234,29.2,2627,15.2,2674,3.4
금천구,시흥2동,1,60,5.0,89,72.2,184,30.5,111,2144.7,236,1079.0,180,34.9,132,106.0,504,82.4,451,100.4,572,41.4,119,-0.9,1201,-1.9,1254,29.900000000000002,1290,8.3,1291,3.4
금천구,시흥2동,2,20,23.3,23,64.5,61,26.4,35,1658.3,74,884.6,35,33.2,26,86.7,49,179.3,29,275.7,79,45.8,14,0.2,243,-0.1,195,29.700000000000003,1215,8.1,1228,3.4
금천구,시흥2동,2,30,19.2,32,63.1,46,26.299999999999997,49,1511.2,68,907.4,49,32.2,33,90.4,88,219.6,78,385.8,129,52.4,13,0.1,612,-0.4,320,29.8,1522,8.0,1603,3.4
금천구,시흥2동,2,40,10.2,56,59.5,104,24.0,84,1221.9,141,804.7,111,27.9,59,93.5,148,201.5,105,355.5,257,46.3,43,-0.1,1042,-0.7,710,25.6,2015,8.1,2085,3.4
금천구,시흥2동,2,50,6.4,79,87.1,152,35.5,106,1856.4,245,1213.1,158,40.7,70,114.8,297,174.8,242,291.8,689,48.0,53,-0.4,2052,-1.5,2151,24.8,2721,7.1,2736,3.4
금천구,시흥2동,2,60,2.6,195,52.4,362,24.5,280,1138.3,432,757.2,443,25.4,273,91.6,894,66.4,818,100.1,1053,27.099999999999998,246,-1.1,1629,-1.9,1663,29.9,1713,5.0,1704,5.1
금천구,시흥3동,1,20,32.1,33,63.8,73,26.299999999999997,47,1916.8999999999999,72,868.3,37,32.8,14,153.3,49,196.7,36,238.9,62,59.5,8,0.5,209,-0.30000000000000004,168,30.1,742,6.9,811,3.4
금천구,시흥3동,1,30,32.8,65,74.6,91,27.5,71,2438.4,112,1055.2,75,38.7,35,142.10000000000002,100,284.79999999999995,86,334.70000000000005,111,66.9,24,0.30000000000000004,332,-0.4,264,34.2,826,9.4,968,3.4
금천구,시흥3동,1,40,20.0,54,75.7,102,28.4,66,2643.5,111,1086.8000000000002,71,38.6,66,143.39999999999998,138,237.89999999999998,118,326.4,163,58.7,50,0.0,526,-0.7,570,26.7,938,9.2,1007,3.4
금천구,시흥3동,1,50,12.0,90,107.0,121,42.0,107,3797.0,130,1705.9,108,52.8,64,140.39999999999998,237,208.5,221,250.39999999999998,353,61.099999999999994,55,-0.2,1159,-1.7,1291,32.1,1473,10.8,1498,3.4
금천구,시흥3동,1,60,5.4,53,70.6,119,30.6,89,2225.0,151,1079.4,83,37.5,81,105.8,331,89.7,315,112.5,391,39.6,77,-0.8,770,-1.9,805,22.4,830,5.0,832,1.7
금천구,시흥3동,2,20,21.4,9,59.8,25,25.700000000000003,17,1696.1999999999998,30,869.4,17,33.5,7,88.5,19,171.8,12,273.5,33,43.5,2,0.2,147,-0.2,90,27.299999999999997,683,6.3999999999999995,699,3.4
금천구,시흥3동,2,30,20.4,25,61.9,43,25.7,27,1587.0,47,893.9,30,33.2,26,95.1,48,224.0,40,395.7,63,56.0,15,0.2,269,-0.4,170,32.0,737,6.7,783,3.4
금천구,시흥3동,2,40,9.2,30,59.0,48,23.2,45,1280.1,64,772.1,39,29.6,23,88.6,69,176.8,53,325.2,125,39.5,14,-0.1,513,-0.7,391,22.1,861,8.8,912,3.4
금천구,시흥3동,2,50,7.0,49,88.3,105,36.9,94,1944.4,146,1278.5,93,43.9,48,120.5,190,176.2,146,274.8,436,47.800000000000004,31,-0.4,1267,-1.6,1357,23.0,1632,8.1,1628,5.1
금천구,시흥3동,2,60,2.8,115,49.0,209,22.9,192,1089.2,241,780.8,194,26.299999999999997,160,100.4,516,69.9,471,104.8,600,33.0,146,-1.3,901,-1.9,916,20.5,936,1.7,930,3.4
금천구,시흥4동,1,20,33.6,69,61.1,157,24.6,66,1546.0,223,796.8,104,32.5,25,152.6,87,195.3,66,230.39999999999998,133,60.3,19,0.5,493,-0.30000000000000004,330,32.2,1525,6.3,1628,3.4
금천구,시흥4동,1,30,29.299999999999997,103,76.8,167,27.1,97,2285.6,175,989.5,119,38.900000000000006,76,150.3,175,267.4,142,329.4,207,67.80000000000001,39,0.30000000000000004,580,-0.5,449,33.900000000000006,1531,8.4,1700,3.4
금천구,시흥4동,1,40,18.700000000000003,146,73.6,220,25.0,154,2351.0,241,979.4,176,36.7,92,133.8,303,221.3,239,299.5,357,55.6,76,0.0,1065,-0.7,1047,23.6,1808,8.899999999999999,1918,3.4
금천구,시흥4동,1,50,11.4,189,100.3,269,37.8,205,3177.0,339,1545.9,246,49.4,128,144.7,552,170.1,439,206.1,752,60.900000000000006,106,-0.30000000000000004,2403,-1.7,2551,24.9,2903,11.8,2924,3.4
금천구,시흥4동,1,60,5.1,175,59.4,305,27.1,237,1746.7,361,1031.4,293,31.9,156,103.6,595,78.3,551,91.3,684,37.8,145,-1.0,1264,-2.0,1313,16.7,1335,5.0,1337,0.0
금천구,시흥4동,2,20,24.299999999999997,32,64.1,53,24.4,46,1499.6,82,807.5,46,35.4,12,97.1,31,177.4,35,284.6,88,48.2,8,0.30000000000000004,290,-0.2,206,32.9,1381,7.6,1404,3.4
금천구,시흥4동,2,30,23.299999999999997,47,59.8,68,23.5,68,1342.4,114,851.1,65,32.5,32,101.4,93,233.5,67,396.0,123,53.099999999999994,12,0.1,523,-0.30000000000000004,333,36.099999999999994,1409,8.5,1499,3.4
금천구,시흥4동,2,40,10.9,106,53.9,177,21.0,176,1159.5,268,742.8,164,27.9,41,97.2,129,184.1,77,339.6,278,44.8,18,-0.1,1067,-0.7,746,26.0,1803,7.1,1885,3.4
금천구,시흥4동,2,50,5.9,202,79.4,307,32.3,317,1522.7,432,1141.2,281,38.9,79,125.6,488,156.7,351,254.2,938,43.0,59,-0.4,2446,-1.7,2554,29.400000000000002,3027,7.199999999999999,3029,5.1
금천구,시흥4동,2,60,2.6,277,46.099999999999994,487,21.0,380,948.2,537,646.5,480,24.799999999999997,232,96.1,932,63.5,858,103.9,1089,30.0,210,-1.2,1559,-1.9,1583,29.1,1628,1.7,1621,1.7
금천구,시흥5동,1,20,35.0,100,57.3,154,21.5,108,1798.1,173,783.4000000000001,145,31.1,42,158.7,87,196.1,77,236.8,107,60.7,21,0.5,347,-0.2,321,30.7,1398,6.4,1470,3.4
금천구,시흥5동,1,30,30.9,74,72.4,145,26.1,94,2209.6000000000004,171,948.8,121,37.7,64,154.39999999999998,141,270.9,110,336.4,199,68.1,33,0.30000000000000004,582,-0.5,401,37.099999999999994,1431,8.6,1612,3.4
금천구,시흥5동,1,40,21.9,97,72.2,186,24.2,122,2404.0,218,931.2,141,36.2,69,143.2,217,221.5,141,301.6,299,55.8,48,0.2,977,-0.7,985,28.299999999999997,1793,10.8,1900,3.4
금천구,시흥5동,1,50,13.899999999999999,186,92.9,309,36.5,248,3050.8,361,1468.0,249,47.7,115,146.9,460,182.1,389,222.79999999999998,690,60.2,106,-0.30000000000000004,2128,-1.7,2360,26.3,2644,18.5,2670,5.1
금천구,시흥5동,1,60,4.3999999999999995,190,58.2,362,26.5,245,1807.6,390,1057.8,306,31.9,179,105.9,637,75.0,594,92.3,736,37.1,167,-0.9999999999999999,1386,-2.0,1420,13.1,1451,4.2,1451,3.4
금천구,시흥5동,2,20,24.299999999999997,39,61.599999999999994,74,24.4,42,1548.0,96,847.5999999999999,49,34.0,11,90.5,35,174.5,41,279.4,98,47.9,11,0.30000000000000004,242,-0.1,218,31.6,1334,5.1,1344,3.4
금천구,시흥5동,2,30,19.700000000000003,60,60.2,111,22.9,60,1429.5,143,820.9000000000001,70,32.3,34,113.1,76,225.39999999999998,66,372.2,107,53.8,37,0.1,519,-0.5,279,33.8,1268,6.4,1386,3.4
금천구,시흥5동,2,40,9.9,103,50.5,189,19.9,138,1091.3,253,716.2,167,26.4,64,91.7,166,178.4,140,325.6,311,44.8,47,-0.1,1041,-0.7,812,24.700000000000003,1754,7.5,1880,3.4
금천구,시흥5동,2,50,6.8999999999999995,228,71.8,321,29.7,287,1490.0,445,1128.5,369,37.0,122,125.7,446,173.9,380,272.7,851,46.7,98,-0.4,2213,-1.7,2301,32.3,2792,6.5,2791,5.1
금천구,시흥5동,2,60,2.7,440,44.4,683,20.6,477,884.3,717,723.5999999999999,681,24.4,386,96.1,1119,68.2,1059,97.69999999999999,1364,33.0,362,-1.3,1881,-2.0,1918,20.9,1962,1.7,1959,3.4
노원구,공릉1동,1,20,34.3,128,50.3,230,21.2,146,1705.6,273,840.9,189,26.7,45,150.10000000000002,125,191.4,104,231.0,205,56.4,32,0.5,817,-0.2,509,33.2,2664,7.0,3314,3.4
노원구,공릉1동,1,30,30.900000000000002,230,71.69999999999999,293,25.4,249,2349.1000000000004,331,982.6999999999999,268,37.3,129,145.7,345,275.5,239,323.29999999999995,383,64.5,79,0.30000000000000004,983,-0.30000000000000004,881,35.9,2701,8.4,3263,3.4
노원구,공릉1동,1,40,20.200000000000003,189,74.0,291,25.5,202,2595.3,326,1024.9,238,36.7,134,133.8,343,248.79999999999998,279,341.7,413,60.3,115,0.1,1265,-0.5,1343,27.0,2449,9.3,2790,3.4
노원구,공릉1동,1,50,13.2,177,104.8,319,40.0,231,3609.7,358,1635.1,261,51.7,138,143.3,504,224.4,452,272.0,756,65.2,112,-0.1,2827,-1.5,3268,25.0,3787,13.3,3910,5.1
노원구,공릉1동,1,60,4.7,207,66.5,340,29.4,275,2107.1,392,1059.0,319,35.9,206,102.6,736,94.2,685,108.5,910,39.1,179,-1.0,1765,-1.9,1862,20.3,1916,6.699999999999999,1917,5.1
노원구,공릉1동,2,20,24.0,56,57.0,133,24.0,74,1728.2,133,896.4000000000001,81,30.799999999999997,34,86.3,64,176.8,43,270.0,177,44.6,22,0.30000000000000004,604,-0.1,376,32.6,3162,7.9,3321,3.4
노원구,공릉1동,2,30,20.0,146,57.8,212,22.4,166,1584.7,268,882.6,186,30.799999999999997,109,88.69999999999999,170,224.7,135,384.9,252,57.0,59,0.1,872,-0.30000000000000004,558,33.0,2674,7.3,2886,3.4
노원구,공릉1동,2,40,11.399999999999999,148,56.3,252,21.9,172,1389.5,305,784.5999999999999,188,28.1,76,88.7,199,199.1,135,355.6,350,45.3,53,-0.1,1368,-0.6,1057,25.5,2532,7.2,2752,3.4
노원구,공릉1동,2,50,7.7,268,80.6,419,33.4,388,1778.8,549,1169.1,404,40.3,163,120.69999999999999,604,178.7,435,287.6,1223,45.4,127,-0.5,3350,-1.5,3564,28.4,4447,10.100000000000001,4506,5.1
노원구,공릉1동,2,60,2.8,416,51.0,599,22.4,521,1165.8,667,732.7,596,26.799999999999997,391,95.3,1261,76.3,1137,112.4,1539,32.9,347,-1.2,2330,-1.9,2358,30.299999999999997,2432,11.4,2440,5.1
노원구,공릉2동,1,20,33.8,123,47.3,259,20.8,151,1608.2,356,838.4,273,24.3,59,149.7,188,193.9,146,226.5,271,58.0,27,0.6,1024,-0.2,808,30.2,3768,7.4,4460,3.4
노원구,공릉2동,1,30,30.2,182,72.5,284,27.2,196,2552.5,271,1067.1,257,36.8,135,143.7,309,285.6,247,357.20000000000005,365,67.1,68,0.30000000000000004,1005,-0.4,854,35.0,2694,8.7,3343,3.4
노원구,공릉2동,1,40,20.1,182,77.6,270,27.3,167,2725.0,279,1067.9,248,37.2,168,135.3,466,270.4,363,352.1,501,62.8,120,0.1,1634,-0.5,1872,26.1,3397,8.7,3929,3.4
노원구,공릉2동,1,50,14.200000000000001,150,112.4,322,42.3,194,3748.6000000000004,385,1686.6999999999998,269,53.0,148,143.9,518,235.5,438,279.0,815,67.0,126,-0.2,3167,-1.5,3692,28.6,4314,13.7,4486,5.1
노원구,공릉2동,1,60,5.2,171,69.8,316,30.1,213,2123.4,343,1117.5,286,36.0,188,103.0,774,85.19999999999999,677,110.0,882,39.9,170,-0.9,1766,-1.9,1857,24.6,1906,12.1,1913,3.4
노원구,공릉2동,2,20,22.2,77,53.900000000000006,129,23.2,92,1677.1999999999998,170,872.9,118,28.1,46,82.8,91,167.4,68,257.4,249,44.2,27,0.30000000000000004,763,-0.2,611,30.0,4079,5.7,4283,3.4
노원구,공릉2동,2,30,18.200000000000003,90,57.0,152,24.2,120,1548.6,181,913.2,123,29.4,76,84.3,124,215.9,87,380.79999999999995,212,50.6,34,0.1,1036,-0.30000000000000004,561,31.0,2918,7.6,3245,3.4
노원구,공릉2동,2,40,9.9,140,55.0,203,22.799999999999997,201,1295.5,295,782.0,225,25.1,96,87.9,239,188.39999999999998,158,339.3,459,43.1,49,-0.1,1897,-0.6,1458,25.1,3685,7.6,4113,3.4
노원구,공릉2동,2,50,6.1,139,82.7,318,33.6,235,1912.8000000000002,408,1177.0,307,37.0,115,109.30000000000001,467,169.3,325,272.8,1130,43.300000000000004,85,-0.5,3406,-1.5,3560,25.799999999999997,4456,9.2,4603,5.1
노원구,공릉2동,2,60,3.1,365,51.2,592,22.9,484,1161.3,681,734.0,626,25.2,341,92.2,1306,71.6,1183,119.8,1516,33.900000000000006,312,-1.1,2315,-1.7999999999999998,2392,32.4,2452,6.4,2455,5.1
노원구,상계10동,1,20,33.900000000000006,40,51.8,107,20.700000000000003,56,1716.8,92,818.3,54,30.0,20,146.6,65,193.9,52,230.4,73,61.6,11,0.5,386,-0.4,291,28.7,1112,7.6,1262,3.4
노원구,상계10동,1,30,29.8,55,70.0,111,26.9,61,2687.1,112,1092.5,58,39.3,62,145.89999999999998,117,287.1,98,349.2,158,69.7,36,0.30000000000000004,503,-0.30000000000000004,423,34.4,1312,9.1,1572,3.4
노원구,상계10동,1,40,20.4,85,75.1,147,26.1,110,2915.1,125,1043.9,82,39.3,45,131.7,146,254.8,106,317.2,169,57.599999999999994,35,0.1,627,-0.5,689,24.6,1304,9.3,1468,3.4
노원구,상계10동,1,50,14.4,92,113.1,125,41.2,98,4198.7,134,1689.2,86,59.3,76,144.0,200,247.1,162,281.0,293,64.3,57,-0.2,1297,-1.5,1460,30.9,1807,14.600000000000001,1888,1.7
노원구,상계10동,1,60,4.4,62,67.4,123,29.2,96,2095.8,146,1042.3,78,39.2,66,106.4,274,93.7,231,118.89999999999999,330,45.0,51,-0.8999999999999999,674,-1.9,709,19.1,730,1.7,732,0.0
노원구,상계10동,2,20,20.4,59,52.7,117,21.9,71,1796.9,104,838.5999999999999,63,31.5,46,83.2,34,173.2,42,260.8,116,44.3,21,0.2,257,-0.2,247,28.7,1253,4.8,1324,3.4
노원구,상계10동,2,30,19.9,72,57.3,101,23.2,94,1864.9,80,896.7,64,33.5,38,91.2,78,231.39999999999998,60,401.2,96,56.400000000000006,20,0.1,413,-0.30000000000000004,291,34.099999999999994,1460,8.6,1614,3.4
노원구,상계10동,2,40,9.9,63,52.8,130,20.700000000000003,97,1405.7,171,782.7,71,30.0,75,89.6,112,193.39999999999998,93,350.8,179,41.8,41,-0.2,875,-0.7,600,24.299999999999997,1668,9.9,1794,3.4
노원구,상계10동,2,50,7.1,98,79.4,183,33.1,132,2011.6,255,1251.5,101,44.4,65,107.30000000000001,151,198.5,120,305.5,501,44.8,32,-0.4,1502,-1.5,1574,27.6,2098,10.8,2148,5.1
노원구,상계10동,2,60,2.9000000000000004,159,47.5,297,21.799999999999997,258,1187.7,349,717.8,205,28.1,194,96.0,604,81.5,517,128.9,696,36.9,159,-1.1,1075,-2.0,1100,27.0,1139,5.0,1148,1.7
노원구,상계1동,1,20,36.8,115,57.5,245,24.1,134,1874.5,287,842.2,178,33.2,45,147.9,114,200.0,110,242.7,201,63.5,42,0.6,827,-0.30000000000000004,703,30.2,2621,6.7,2939,3.4
노원구,상계1동,1,30,32.7,197,73.7,276,27.799999999999997,197,2697.3,270,1071.2,207,39.9,156,145.89999999999998,376,282.1,266,356.1,400,69.80000000000001,111,0.30000000000000004,966,-0.4,824,34.4,2576,8.600000000000001,3042,3.4
노원구,상계1동,1,40,22.1,149,77.9,236,27.2,166,2982.2,261,1078.1,174,40.099999999999994,144,140.9,352,250.5,274,327.6,468,62.199999999999996,95,0.1,1562,-0.6,1756,25.3,3046,9.4,3398,3.4
노원구,상계1동,1,50,13.0,224,109.69999999999999,430,41.4,258,3880.6000000000004,481,1685.0,289,56.7,171,145.9,601,230.8,470,269.8,933,63.7,149,-0.2,3558,-1.5,4057,31.1,4769,14.2,4887,5.1
노원구,상계1동,1,60,4.7,241,66.5,435,29.9,306,2072.5,481,1056.0,324,38.3,250,104.2,907,88.3,857,112.1,1082,41.2,223,-0.9,2121,-1.9,2265,20.1,2308,3.5999999999999996,2318,3.4
노원구,상계1동,2,20,23.9,43,62.3,93,25.4,46,1880.0,120,894.0,54,35.7,41,83.4,84,177.2,67,277.3,173,46.4,10,0.2,411,-0.1,461,30.7,2628,7.3,2691,3.4
노원구,상계1동,2,30,20.0,105,58.9,170,23.9,123,1747.4,199,875.8,108,33.9,79,90.30000000000001,160,221.7,137,376.70000000000005,237,55.4,48,0.1,923,-0.30000000000000004,584,32.1,2810,7.8,3010,3.4
노원구,상계1동,2,40,10.6,153,58.4,267,22.0,166,1449.7,305,784.7,177,31.700000000000003,105,87.1,269,197.3,209,353.1,450,45.2,82,-0.2,1859,-0.7,1413,25.5,3430,8.1,3608,3.4
노원구,상계1동,2,50,7.1,198,86.9,395,35.0,269,2099.6,473,1243.9,246,47.0,123,117.0,496,189.8,383,303.1,1236,47.0,79,-0.4,3704,-1.5,4043,26.9,5080,9.7,5118,5.1
노원구,상계1동,2,60,3.2,434,54.199999999999996,746,24.3,562,1273.3,849,756.0,581,31.1,477,96.2,1613,77.4,1439,119.0,1873,34.3,444,-1.1,2823,-1.9,2873,25.2,2977,1.7,2972,3.4
노원구,상계2동,1,20,39.6,94,49.8,176,20.6,108,1697.1,190,756.1,110,28.1,27,156.8,71,194.6,50,242.3,91,61.8,21,0.5,395,-0.2,355,32.2,1532,6.7,1716,3.4
노원구,상계2동,1,30,33.7,115,65.0,155,24.3,130,2325.6,158,972.6,116,35.2,89,147.8,169,270.20000000000005,125,329.8,188,63.7,62,0.30000000000000004,462,-0.4,345,36.5,1168,8.399999999999999,1393,3.4
노원구,상계2동,1,40,21.5,159,71.5,246,23.6,166,2661.8999999999996,258,994.7,175,36.8,115,135.5,275,260.9,198,319.4,294,63.8,77,0.0,799,-0.5,920,27.9,1560,9.8,1766,3.4
노원구,상계2동,1,50,14.0,168,101.5,295,36.9,215,3671.2000000000003,336,1534.9,194,52.2,117,145.4,393,248.2,345,271.0,547,68.1,90,-0.30000000000000004,1830,-1.5,2056,28.5,2473,12.399999999999999,2558,5.1
노원구,상계2동,1,60,4.8,161,63.9,241,28.4,196,1997.4,299,1067.2,206,36.099999999999994,125,103.39999999999999,483,86.5,431,122.3,544,43.7,120,-1.0,1048,-1.9,1099,29.200000000000003,1132,5.6,1134,5.1
노원구,상계2동,2,20,24.3,57,53.2,97,21.4,67,1682.4,108,838.3,59,30.0,23,87.2,46,179.39999999999998,26,267.5,111,48.5,13,0.30000000000000004,337,-0.2,272,32.4,1625,6.8,1683,3.4
노원구,상계2동,2,30,19.4,86,53.8,142,21.200000000000003,91,1624.4,154,839.3,110,30.1,50,89.5,102,228.2,78,370.70000000000005,136,55.3,28,0.1,413,-0.30000000000000004,299,33.4,1203,6.0,1272,3.4
노원구,상계2동,2,40,11.0,118,50.4,203,19.4,145,1393.1999999999998,244,762.0,143,26.9,79,91.1,160,205.5,125,349.2,283,45.3,48,-0.2,941,-0.7,747,25.200000000000003,1771,7.6,1889,3.4
노원구,상계2동,2,50,7.4,169,73.6,300,30.4,239,1775.0,356,1082.9,207,38.6,98,114.1,312,182.60000000000002,233,292.3,732,46.8,67,-0.4,1953,-1.5,2035,29.9,2614,10.2,2642,5.1
노원구,상계2동,2,60,2.5,286,46.6,406,21.5,378,1114.0,444,702.7,357,25.8,202,92.4,683,69.5,650,121.4,805,31.6,179,-1.1,1247,-1.7999999999999998,1283,31.0,1334,3.4,1330,5.1
노원구,상계3·4동,1,20,37.4,59,59.6,117,24.8,75,1831.1,183,795.8,76,33.099999999999994,50,168.3,152,201.3,103,249.1,173,64.7,35,0.4,673,-0.4,562,30.900000000000002,1947,9.4,2193,3.4
노원구,상계3·4동,1,30,35.0,99,75.8,136,28.799999999999997,101,2573.7,198,1098.9,100,40.2,62,157.2,180,283.8,122,353.4,189,68.9,49,0.4,725,-0.30000000000000004,547,36.400000000000006,1936,8.8,2319,3.4
